video_title,bullet_time,bullet_content,sentiment_score,analysis_result
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-11-11 15:00:57,今天刚好双十一,0.6844334658971815,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-09-22 13:59:57,大家好才是真的号,0.36968528942036194,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-09-09 01:59:03,张学友张学友我们爱你,0.8271952925582761,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-07-26 00:52:10,看这么久合集，这年终于我出生了hhh,0.8248456081611493,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-07-04 11:35:51,我家闺女出生了 哈哈,0.48351727779317066,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-06-21 23:50:40,猛男快乐曲,0.8630530555797126,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-06-17 14:57:10,张学友张学友我爱你,0.8271952925582761,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-05-27 05:14:48,这首火了,0.5,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-05-18 14:11:48,鱼姐来了,0.5,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-05-18 14:08:54,它来了，它带着我两岁的回忆杀过来了,0.9370987478560839,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-04-17 23:55:04,MV居然是他老婆,0.31833610451605343,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-04-10 23:44:11,神曲辈出的一年啊,0.7476715635332739,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-03-28 23:29:30,徐怀钰,0.7122984518944286,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-03-27 17:52:02,牵手也好火,0.38178259815726445,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-03-23 14:12:39,哈哈！up完全这个系列完全覆盖我的人生,0.9603101148107067,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-03-20 09:08:47,我小时候好喜欢刘若英,0.976410453663556,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-03-14 19:58:59,单厨狂喜,0.4607582675802573,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-03-13 23:15:27,啊啊啊 氧气！,0.7297953905324696,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-03-09 00:42:07,动力火车的终于明白也很好听,0.6332004315614284,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-03-04 21:43:20,神奇的一年,0.8886256371189191,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-02-27 23:02:43,张学友啊歌神,0.5592559274215568,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-02-04 22:31:04,神仙打架有点短啊,0.6021061368813497,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-02-04 22:30:12,哈哈哈哈哈ktv录的,0.905919630528343,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-02-04 22:23:53,神剧产神曲,0.4960253045369134,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-02-04 19:33:35,开局即巅峰,0.7297953905324696,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-01-21 17:49:31,游式唱腔很好听,0.4291733127831937,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-01-18 12:41:05,爱的就是你，哇哈哈纯净水,0.5696523610382753,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-12-18 15:16:11,唱跳歌手张学友！！,0.796214584431536,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-12-16 23:00:09,98和95真是神仙打架,0.5765061868758266,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-11-20 13:10:33,神仙组合,0.8540561037510817,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-11-20 13:04:43,雨蝶来了,0.7059514727817189,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-11-11 21:56:13,二哥必须排面！！,0.19549831942680052,negative
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-10-02 23:35:44,啊啊啊啊啊啊！！！,0.8366980560597774,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-09-26 23:12:34,啊啊啊啊啊啊亚洲最帅谢霆锋,0.9986773805631894,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-08-21 17:26:36,好像是JYP的歌,0.617733671237555,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-08-15 16:25:28,最爱一天一万年,0.8408139107262921,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-08-07 16:09:38,我被炸晕了！,0.21041538704474394,negative
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-08-07 16:05:53,开局王炸,0.8274005891152684,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-07-25 18:27:07,小刚写的陈慧琳唱的然后小刚又自己唱的,0.9652367330735592,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-07-20 00:49:57,二哥出道,0.4595166907159596,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-07-10 23:35:11,梦才会真一点,0.5246470246336619,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-07-04 15:13:56,琳姐真美,0.8468576220855522,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-06-28 16:37:11,小时候听过，觉得好土233,0.896383850589135,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-06-27 01:28:35,小刚的歌啊！！！,0.35499116772302564,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-06-23 21:25:57,张惠妹早年感觉是派对歌风格，直到遇到张雨生,0.9438268657896869,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-06-14 03:41:53,啊啊啊这个必须出来了，小时候最爱这首！！！,0.9894236745519592,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-06-09 13:46:38,情歌巨人游鴻明！！,0.07335973519303829,negative
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-06-09 13:45:48,頭髮亂了！！,0.04425411938195534,negative
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-06-09 13:44:30,猛男必唱嗎哈哈,0.9736628438358225,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-06-09 13:29:02,你的滴達神曲上線了！！！,0.1831504034265482,negative
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-05-17 09:55:54,神父一定很喜欢这首歌曲 ,0.9963257203788703,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-04-26 21:26:19,原唱：小刚,0.8319959588486412,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-04-23 05:37:57,原唱就是陈慧琳，小刚写的后来拿回来自己唱了,0.9990647474939857,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-03-04 10:30:15,我的初一时光回来了,0.9612967524290738,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-02-27 19:52:10,莫文蔚真的是越看越好看,0.919378945711983,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-02-13 15:30:37,这真的是上到99，下到刚会走都会的歌,0.48521515185924313,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-02-04 13:32:54,!!!!!!!laile laile 来了来了,0.8020859269935722,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-01-30 02:54:30,神仙的一年,0.8458069073781641,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-12-10 02:16:22,这MV有点牛，很超前啊,0.8826077808955277,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-11-21 17:07:24,恭迎那天后,0.5132492859765696,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-10-10 21:01:42,铃声,0.8333333333333333,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-09-22 22:52:45,猛一看好像周蕙,0.8474545063749482,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-09-22 22:52:09,神曲 另一版沙漠寂寞也好听,0.9132356406464892,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-09-22 22:49:56,有时候有时候 我会选择榴莲不放手,0.9342949556913465,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-09-17 23:57:58,啊！！！啊！！！！！,0.03163453909296754,negative
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-09-06 13:34:31,这敢想是上个世纪的歌，太超前了！！！,0.5573851106982741,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-08-30 23:15:47,哈哈哈哈岳掌门同好,0.9017567492345154,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-08-28 20:36:53,情歌王子只有张信哲,0.36544132239606986,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-08-25 15:07:39,這首真的難唱阿!!!!,0.6236278129153648,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-08-25 15:02:58,今天是七夕聽這首歌真的扎心了!!!!!,0.7038870020582135,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-08-25 15:02:05,到現在你還會唱的dididi來了!!!!!!,0.5734259230057985,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-07-31 13:58:31,我听了这么多年的歌都是小一出的？？！！,0.3590535012564855,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-07-23 18:33:52,啊啊啊啊啊啊啊啊？！,0.9426876600613961,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-07-06 21:31:11,很好听的，小刚的,0.4550721945496714,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-06-30 21:07:11,全是神仙,0.9271574759975401,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-06-26 19:43:52,我爱仁爱堂那场,0.8294457583903977,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-06-26 19:42:10,酷炫拽帅,0.9433205505990828,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-06-14 01:03:11,神仙打架,0.8780844279994073,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-05-26 18:34:33,好惨哈哈哈哈,0.9532504480318299,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-05-25 02:14:03,二哥的歌真的听不腻！,0.899967324838442,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-05-25 02:11:38,我心中永远的小魔女！,0.9939865127664431,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-05-25 02:10:18,听到这歌就想起当年小学时候晚上出去high的感觉，那年代真的好纯真啊！,0.9971686252563653,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-05-25 02:06:43,真就一直炸一直炸！！,0.34529180309952257,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-04-28 17:26:03,磊哥以前挺帅的,0.4737672181921908,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-04-23 18:54:29,永远的天后！！！,0.31637791520501324,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-04-20 19:37:46,听~海哭的声音~,0.8209824400268897,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-04-14 15:33:35,宇哥两杀！！！！,0.1944820832876708,negative
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-04-14 15:31:01,宇哥太帅了啊啊啊啊啊啊啊爱他一辈子！！,0.9779941994178055,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-03-29 16:13:41,我也会~2333,0.5278279627376559,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-03-29 15:34:43,开场王炸,0.8274005891152684,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-03-27 12:01:46,nono！！！,0.5,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-03-27 05:19:02,入坑曲,0.414986446702714,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-03-25 11:14:04,啊啊啊啊啊啊啊最喜欢的一首！！！,0.9535131033415297,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-03-18 21:09:55,歌手总决赛上直接听哭了,0.8757967215973957,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-03-18 06:45:32,钢牙妹!,0.4118453535933251,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-03-17 20:32:07,神级对唱情歌,0.44767845850986676,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-03-06 13:28:17,王菲也是神仙颜值,0.9965802035261592,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-03-06 00:35:38,KTV合唱曲目,0.18103690514018622,negative
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-03-05 23:16:16,主要那时候大神太多，不像现在都是流量小生,0.22634641826302204,negative
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-03-05 11:29:52,徐怀钰上线,0.7297173112017673,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-03-05 11:26:37,小刚的哥,0.6000799053524193,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-03-04 15:09:17,我哭了，时代的眼泪,0.9809776820569707,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-02-29 19:55:28,我的青春记忆！！！！！！,0.866202784591457,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-02-28 18:12:21,真的神仙打架,0.8799098744792505,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-02-21 16:02:02,同桌当年特喜欢这首歌,0.9659852225749729,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-02-19 18:02:15,哇，超喜欢这首,0.8108924523174789,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-02-14 21:17:40,为徐怀钰打电话，初中最喜欢的歌手,0.7682229113539776,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-01-26 10:22:22,这个词真的卧槽哈哈哈,0.8425087992361369,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-01-24 23:49:03,哈哈哈好直白的歌,0.9229788964456288,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-01-18 21:19:20,我的华来啦！,0.5860215053763443,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-01-14 20:58:42,王菲最好的时期,0.995765463979698,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-01-10 16:14:38,歌词现在居然感觉被冒犯到哈哈,0.8270100539366213,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-01-10 01:10:02,天呐，都过去22年了,0.5079225809714153,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-01-10 01:08:00,天呐，22年过去了,0.6150640789990196,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-01-07 02:17:51,教数学那个哈哈哈哈哈哈哈哈,0.998324974322178,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-30 21:03:34,我在music radio上听到的,0.3567022439268708,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-26 20:43:30,神啊！也救救我吧！,0.5787951414223784,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-25 15:36:14,神仙打架啊,0.8780844279994073,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-24 00:06:58,啥？我记得这是小刚的歌啊,0.8853478217433287,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-17 23:11:30,娃哈哈 是在想什么！,0.8589688054950496,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-15 00:21:59,我98年的，高中全班唱歌（一周有一节课用来唱歌），还经常点这个,0.3291482922225317,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-11 19:27:08,神仙打架,0.8780844279994073,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-11 19:08:17,卧槽啊啊啊啊啊啊啊啊,0.9815548945301423,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-10 17:15:50,啊啊啊啊啊啊，我大哥成名曲出来了！！！,0.8059345753859103,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-10 13:57:11,所以我的记忆一直停留在那一年？,0.8640989469621339,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-10 13:56:44,所以……我的记忆一直停在那一年？？？,0.2458964145429453,negative
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-09 21:53:07,星际争霸 丢原子弹必放此歌,0.6432191464298993,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-08 23:45:01,黎明太帅了！！！！,0.4200585327565135,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-08 20:50:24,奶茶神曲！！！！,0.8808167687187909,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-06 21:16:46,我爱黎明！,0.8892573647438486,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-06 01:38:01,我曹太帅了 我要弯了,0.9453298296333034,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-06 01:31:56,哈哈哈 歌词莫名笑岔气 明明很伤感,0.9988094554333945,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-06 00:27:52,当年我还在打魂斗罗,0.8688694427846881,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-04 01:17:47,mv真的超像内田姐姐,0.7440871596679655,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-04 00:44:26,氧气！！,0.28565559752879754,negative
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-03 01:50:17,神仙打架,0.8780844279994073,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-02 13:22:33,张学友张学友我爱你,0.8271952925582761,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-12-01 23:13:17,王力宏这歌居然是98的，我可是07还是08听的,0.20641698591205426,negative
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-30 11:02:25,神仙编曲！,0.8182313426953005,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-30 10:57:29,我心里最帅的男人,0.7549003192652678,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-29 20:30:15,现在单身的我听完哭出来了,0.6223806666452573,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-26 19:39:01,大仙来了！,0.5,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-25 15:37:20,开场王炸,0.8274005891152684,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-25 11:14:10,力宏太帅了,0.5586147738508408,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-24 15:28:41,开天王炸！,0.35761221741908245,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-21 11:16:28,98年就神仙打架了,0.4490730442104989,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-20 16:10:50,张宇声音真的好霸气,0.5250436910343516,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-19 23:11:50,今年是真的神仙打架,0.8799098744792505,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-17 22:30:04,小刚写的,0.4970550906183868,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-16 08:11:35,神仙打架,0.8780844279994073,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-16 04:22:10,哇  这个歌曲GIGI最好听的一首,0.7947273582261963,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-16 04:21:19,林志炫最爱的歌没之一，入坑曲,0.9972875836801672,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-16 04:20:38,奶茶这个时候出道的，怀念啊，当时才小学,0.9979500037094288,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-16 04:19:35,神曲啊，KTV必点情歌对唱之一,0.39649036561138595,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-14 17:15:15,前方核能请注意！！！！！！！！！！！！！！！！！！,0.4079520792314625,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-14 12:10:18,开局王炸,0.8274005891152684,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-14 00:32:39,很爱很爱你！！！,0.8650863267563699,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-11 19:10:31,当年的张宇还在唱歌，现在的张宇却在教数学,0.8835912571066971,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-11 07:12:42,哇 这年全是我喜欢的,0.34596919218597966,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-10 14:18:29,我王！！！你币有了！,0.5095244053809349,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-10 13:56:33,那年你七岁的别走！我下一年才出生，每一首我都会唱,0.9978124780116578,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2019-11-10 00:34:41,氧气我记得有两个版本而且都好听,0.6547558279513996,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-10-28 20:05:06,乍一看看成了王迅,0.8848815538563564,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-09-16 08:26:20,嗷嗷嗷嗷哦啊,0.421874597530976,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-09-16 08:25:44,半空气半声音jyp！！！,0.17330793426078162,negative
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-04-01 16:28:54,电音黎准备出道,0.3538640298234649,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-03-30 19:04:35,救命DNA动了。。,0.6826954865981147,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-03-18 22:18:21,我的青春过去了,0.9852941176470588,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-03-18 21:49:46,云式情歌也是首首经典,0.9673890467265323,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-03-16 20:45:44,我爱黎明我爱黎明,0.9830655868115283,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-03-15 14:25:25,小刚都很好听,0.48009553199615473,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-02-03 17:57:37,徐怀钰也是可惜,0.7546834638637231,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-01-28 20:11:50,正好范晓萱转型了,0.8896673495762087,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-01-18 22:01:19,双刀火鸡腕力惊人,0.18336138278556668,negative
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-01-17 01:02:23,娃哈哈矿泉水,0.765825481252658,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2022-01-16 18:46:58,我爱黎明我爱黎明,0.9830655868115283,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-12-18 15:15:47,头发乱了！叼打饿狼传说,0.37140997414495036,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-12-05 03:30:18,芸式唱腔,0.4737672181921908,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-11-13 19:47:38,一首心太软霸榜2年。。。。哈哈,0.05243768046142583,negative
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-10-28 00:19:59,矿泉水天王,0.36593090798383066,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-09-23 23:07:33,猛男之歌,0.9508397197816851,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-07-07 06:20:18,黄老师可是张雨生的铁杆粉丝啊,0.8943976358257878,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-06-28 16:41:37,黎明96年就玩电音了，都是原创好吗！,0.7469563780159792,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-06-09 13:47:27,越吻越傷心！！！,0.827493781684616,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-02-01 17:10:58,年度金曲来了,0.4737672181921908,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-01-31 21:10:01,劲歌金曲,0.536615492269173,neutral
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2021-01-30 02:59:16,梦幻联动,0.8361112027760083,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-07-31 01:47:56,学友哥的离人呢,0.843203585821011,positive
【神仙打架】回顾1997年华语乐坛，首首都是神曲！,2020-07-23 18:38:06,利文斯顿,0.5,neutral
